Jrk nr,Maakond,G01Q02Klass. Mitmendas klassis õpib Teie laps?,"G01Q03. Kas olete teadlik, et Teie lapse koolis rakendatakse koolikava (koolipiima ning koolipuu- ja köögivilja programm)?",G01Q14. Kus Te elate?,"G02Q04SuuakseKV[1]. Palun hinnake, milliseid  värskeid köögivilju süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 5 vilja, mida süüakse meelsasti.  [Järjestus 1]","G02Q04SuuakseKV[2]. Palun hinnake, milliseid  värskeid köögivilju süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 5 vilja, mida süüakse meelsasti.  [Järjestus 2]","G02Q04SuuakseKV[3]. Palun hinnake, milliseid  värskeid köögivilju süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 5 vilja, mida süüakse meelsasti.  [Järjestus 3]","G02Q04SuuakseKV[4]. Palun hinnake, milliseid  värskeid köögivilju süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 5 vilja, mida süüakse meelsasti.  [Järjestus 4]","G02Q04SuuakseKV[5]. Palun hinnake, milliseid  värskeid köögivilju süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 5 vilja, mida süüakse meelsasti.  [Järjestus 5]","G02Q05SuuakseMarjad[1]. Palun hinnake, milliseid  puuvilju ja marju süüakse teie kodus kõige meelsamini.  Palun märkige kuni 5 vilja, mida süüakse meelsasti.   [Järjestus 1]","G02Q05SuuakseMarjad[2]. Palun hinnake, milliseid  puuvilju ja marju süüakse teie kodus kõige meelsamini.  Palun märkige kuni 5 vilja, mida süüakse meelsasti.   [Järjestus 2]","G02Q05SuuakseMarjad[3]. Palun hinnake, milliseid  puuvilju ja marju süüakse teie kodus kõige meelsamini.  Palun märkige kuni 5 vilja, mida süüakse meelsasti.   [Järjestus 3]","G02Q05SuuakseMarjad[4]. Palun hinnake, milliseid  puuvilju ja marju süüakse teie kodus kõige meelsamini.  Palun märkige kuni 5 vilja, mida süüakse meelsasti.   [Järjestus 4]","G02Q05SuuakseMarjad[5]. Palun hinnake, milliseid  puuvilju ja marju süüakse teie kodus kõige meelsamini.  Palun märkige kuni 5 vilja, mida süüakse meelsasti.   [Järjestus 5]","G02Q06SuuaksePiim[1]. Palun hinnake, milliseid piimatooteid süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 3 toodet.  [Järjestus 1]","G02Q06SuuaksePiim[2]. Palun hinnake, milliseid piimatooteid süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 3 toodet.  [Järjestus 2]","G02Q06SuuaksePiim[3]. Palun hinnake, milliseid piimatooteid süüakse Teie kodus kõige meelsamini.   Palun märkige kuni 3 toodet.  [Järjestus 3]","G02Q07Suuakse[SQ001]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Värsked puuviljad]","G02Q07Suuakse[SQ002]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Värsked köögiviljad ]","G02Q07Suuakse[SQ003]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Värsked või eelnevalt külmutatud marjad ]","G02Q07Suuakse[SQ004]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Joogipiim]","G02Q07Suuakse[SQ005]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Keefir]","G02Q07Suuakse[SQ006]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Hapupiim]","G02Q07Suuakse[SQ007]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Pett]","G02Q07Suuakse[SQ008]. Kui sageli Te sööte kodus värskeid puu- ja köögivilju, marju (v.a kartul) ning piimatooteid?  [Jogurt]",G03Q8Muutus[SQ001]. Milliseid muutusi olete märganud oma lapse toitumisharjumustes​​​ viimase aasta jooksul?  [Köögivilja osas],G03Q8Muutus[SQ002]. Milliseid muutusi olete märganud oma lapse toitumisharjumustes​​​ viimase aasta jooksul?  [Puuvilja osas],G03Q8Muutus[SQ003]. Milliseid muutusi olete märganud oma lapse toitumisharjumustes​​​ viimase aasta jooksul?  [Piimatoodete osas],"G03Q10Sagedus. Palun hinnake, kui sagedasti räägite oma lapsega tervislikust toitumisest?","G02Q12Vajalikkus[SQ001]. Palun hinnake, kui vajalikuks peate koolikava läbiviimist Teie lapse koolis?  [Koolipiimakava]","G02Q12Vajalikkus[SQ002]. Palun hinnake, kui vajalikuks peate koolikava läbiviimist Teie lapse koolis?  [Koolipuuvilja ja -köögiviljakava]","G02Q12Vajalikkus[SQ003]. Palun hinnake, kui vajalikuks peate koolikava läbiviimist Teie lapse koolis?  [Kaasnevad haridusmeetmed]"
516,Tallinn,11. klassis,Ei ole,Linnas,Leht- ja peasalat,Paprika,Tomat,Sibul,"Suvikõrvits, kabatšokk",Maasikad,Kirsid,Vaarikad,Õun,Mustikad,Joogipiim,Jogurt,Keefir,3-4 päeval nädalas,Iga päev,1-2 korda nädalas,Iga päev,1-2 korda nädalas,Paar korda kuus,Paar korda kuus,3-4 päeval nädalas,Sööb palju rohkem,Sööb palju rohkem,Sööb palju rohkem,Vähemalt kord päevas,Väga vajalik,Väga vajalik,Väga vajalik
517,Tallinn,11. klassis,"Jah, olen",Maal,Kurk,Leht- ja peasalat,Paprika,Porgand,Sibul,Astelpaju marjad,Karusmarjad (tikrid),Jõhvikad,Maasikad,Pohlad,Keefir,Joogipiim,Jogurt,1-2 korda nädalas,3-4 päeval nädalas,3-4 päeval nädalas,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Sööb palju rohkem,Sööb pigem rohkem,Sööb pigem rohkem,Kord nädalas,Pigem vajalik,Pigem vajalik,Väga vajalik
519,Tallinn,11. klassis,Ei ole,Linnas,Kurk,Leht- ja peasalat,Tomat,Sibul,,Maasikad,Vaarikad,Mustikad,Õun,Pirn,Joogipiim,Jogurt,,Paar korda kuus,Iga päev,Paar korda kuus,Iga päev,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,Iga päev,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Pigem vajalik,Pigem vajalik,Pigem vajalik
520,Tallinn,11. klassis,"Jah, olen",Maal,Hiina kapsas,"Kapsas (valge, punane) ",Kurk,Leht- ja peasalat,Lillkapsas,Õun,Ploomid,Pirn,Vaarikad,Mustikad,Joogipiim,Keefir,Jogurt,Iga päev,Iga päev,3-4 päeval nädalas,Iga päev,3-4 päeval nädalas,Paar korda kuus,Paar korda kuus,Iga päev,Sööb pigem rohkem,Sööb pigem rohkem,Sööb pigem vähem,Mitu korda nädalas,Pigem ebavajalik,Väga vajalik,Väga vajalik
521,Tallinn,11. klassis,"Jah, olen",Linnas,Kurk,Leht- ja peasalat,Tomat,Porgand,Paprika,Mustikad,Vaarikad,Õun,Maasikad,Ploomid,Joogipiim,Jogurt,,Iga päev,1-2 korda nädalas,Paar korda kuus,Iga päev,Paar korda kuus,Ei söö/joo üldse,Paar korda kuus,1-2 korda nädalas,Ei ole muutusi,Sööb pigem rohkem,Ei ole muutusi,Kord nädalas,Pigem ebavajalik,Väga vajalik,Pigem vajalik
523,Tallinn,11. klassis,"Jah, olen",Maal,Kurk,Lehtkapsas ,Paprika,Porgand,Tomat,Jõhvikad,Maasikad,Mustad sõstrad,Mustikad,Õun,Jogurt,Keefir,Joogipiim,Iga päev,Iga päev,1-2 korda nädalas,Iga päev,5-6 päeval nädalas,Paar korda kuus,Paar korda kuus,3-4 päeval nädalas,Sööb pigem rohkem,Sööb pigem rohkem,Sööb pigem rohkem,Kord nädalas,Pigem vajalik,Pigem vajalik,Pigem vajalik
524,Tallinn,4. klassis,Ei ole,Linnas,Porgand,"Kapsas (valge, punane) ",Lillkapsas,Spargelkapsas ehk brokoli,Paprika,Õun,Maasikad,Mustad sõstrad,Ploomid,Vaarikad,Joogipiim,Jogurt,Keefir,Iga päev,Iga päev,3-4 päeval nädalas,Iga päev,3-4 päeval nädalas,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Vähemalt kord päevas,Pigem vajalik,Pigem vajalik,Pigem vajalik
525,Tallinn,11. klassis,"Jah, olen",Linna lähikonnas,Kurk,"Suvikõrvits, kabatšokk",Tomat,Porgand,Paprika,Õun,Vaarikad,Mustikad,Mustad sõstrad,,Joogipiim,Jogurt,Keefir,Iga päev,Iga päev,Iga päev,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda nädalas,Väga vajalik,Väga vajalik,Väga vajalik
527,Tallinn,4. klassis,Ei ole,Linnas,Kurk,Tomat,Sibul,Porgand,"Suvikõrvits, kabatšokk",Maasikad,Õun,Mustikad,Vaarikad,Ploomid,Joogipiim,Keefir,Jogurt,Iga päev,3-4 päeval nädalas,Iga päev,Iga päev,3-4 päeval nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Ei ole muutusi,Ei ole muutusi,Sööb pigem rohkem,Kord kuus,Pigem vajalik,Pigem vajalik,Pigem vajalik
528,Tallinn,8. klassis,Ei ole,Linnas,Kurk,Lillkapsas,Paprika,Sibul,Tomat,Maasikad,Mustikad,Õun,Kirsid,Pirn,Joogipiim,Jogurt,,Iga päev,Iga päev,1-2 korda nädalas,Iga päev,Ei oska öelda,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Ei ole muutusi,Sööb pigem rohkem,Ei ole muutusi,Kord kuus,Pigem vajalik,Väga vajalik,Väga vajalik
529,Tallinn,11. klassis,Ei oska öelda,Linnas,Kurk,Paprika,Porgand,Peet,"Kapsas (valge, punane) ",Maasikad,Mustikad,Pirn,Vaarikad,Õun,Joogipiim,Keefir,Jogurt,1-2 korda nädalas,1-2 korda nädalas,Paar korda kuus,5-6 päeval nädalas,3-4 päeval nädalas,Ei söö/joo üldse,Ei söö/joo üldse,5-6 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Sööb pigem rohkem,Mitu korda nädalas,Väga vajalik,Väga vajalik,Väga vajalik
531,Tallinn,11. klassis,Ei ole,Linnas,Hiina kapsas,Lillkapsas,Kurk,Tomat,Oad,Maasikad,Vaarikad,Mustikad,Õun,Ploomid,Joogipiim,Keefir,Jogurt,Iga päev,5-6 päeval nädalas,3-4 päeval nädalas,5-6 päeval nädalas,5-6 päeval nädalas,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Sööb pigem rohkem,Sööb palju rohkem,Sööb pigem rohkem,Ei oska öelda,Pigem ebavajalik,Pigem vajalik,Väga vajalik
532,Ida-Virumaa,4. klassis,Jah,Linnas,"Kapsas (valge, punane) ",Hiina kapsas,Kurk,Lillkapsas,Peet,Pirn,Vaarikad,Õun,Maasikad,Ploomid,Joogipiim,Jogurt,Keefir,3-4 päeval nädalas,Iga päev,1-2 korda nädalas,Iga päev,3-4 päeval nädalas,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Sööb palju rohkem,Sööb pigem rohkem,Sööb palju rohkem,Mitu korda nädalas,Pigem vajalik,Pigem vajalik,Pigem vajalik
533,Ida-Virumaa,4. klassis,Ei tea,Linnas,"Kapsas (valge, punane) ",Porgand,Kurk,Peet,Sibul,Jõhvikad,Maasikad,Mustad sõstrad,Mustikad,Pirn,Joogipiim,Jogurt,Keefir,3-4 päeval nädalas,3-4 päeval nädalas,Paar korda kuus,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei oska öelda,1-2 korda nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda kuus,Pigem vajalik,Pigem vajalik,Pigem vajalik
535,Ida-Virumaa,4. klassis,Ei tea,Linnas,Kurk,Peet,Sibul,Tomat,"Kapsas (valge, punane) ",Maasikad,Õun,Mustikad,Pirn,Vaarikad,Joogipiim,Keefir,Jogurt,Iga päev,5-6 päeval nädalas,Ei oska öelda,Iga päev,3-4 päeval nädalas,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Pigem vajalik,Pigem vajalik,Pigem vajalik
536,Ida-Virumaa,4. klassis,Jah,Linnas,"Kapsas (valge, punane) ",Spargelkapsas ehk brokoli,Porgand,Kurk,Tomat,Õun,Pirn,Ploomid,Maasikad,,Jogurt,Joogipiim,,Iga päev,Iga päev,Paar korda kuus,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda kuus,Pigem vajalik,Pigem vajalik,Pigem vajalik
537,Ida-Virumaa,8. klassis,Ei tea,Linnas,Hiina kapsas,"Kapsas (valge, punane) ",Lillkapsas,Kurk,Porgand,Maasikad,Vaarikad,Õun,Mustikad,Murakad,Jogurt,,,Iga päev,3-4 päeval nädalas,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,Ei oska öelda,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Täiesti ebavajalik,Pigem vajalik,Pigem vajalik
539,Ida-Virumaa,8. klassis,Jah,Linnas,"Kapsas (valge, punane) ",Kurk,Tomat,Lillkapsas,"Suvikõrvits, kabatšokk",Pirn,Õun,Mustikad,Vaarikad,Maasikad,Jogurt,Joogipiim,,Iga päev,Iga päev,1-2 korda nädalas,5-6 päeval nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda nädalas,Väga vajalik,Väga vajalik,Väga vajalik
540,Ida-Virumaa,8. klassis,Jah,Linnas,Hiina kapsas,Herned,"Kapsas (valge, punane) ",Leht- ja peasalat,Kurk,Jõhvikad,Kirsid,Maasikad,Mustad sõstrad,Mustikad,Joogipiim,Jogurt,Keefir,Iga päev,5-6 päeval nädalas,Paar korda kuus,5-6 päeval nädalas,3-4 päeval nädalas,Ei oska öelda,Ei söö/joo üldse,1-2 korda nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Pigem vajalik,Pigem vajalik,Pigem vajalik
541,Ida-Virumaa,4. klassis,Ei,Linnas,Tomat,Kurk,,,,Maasikad,Mustikad,Vaarikad,Õun,,Joogipiim,Jogurt,,1-2 korda nädalas,1-2 korda nädalas,Ei söö/joo üldse,5-6 päeval nädalas,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Kord nädalas,Pigem ebavajalik,Väga vajalik,Väga vajalik
543,Ida-Virumaa,8. klassis,Jah,Linnas,"Kapsas (valge, punane) ",Kurk,Leht- ja peasalat,Tomat,Peet,Pirn,Mustikad,Vaarikad,Õun,Maasikad,Jogurt,,,Iga päev,Iga päev,3-4 päeval nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Vähemalt kord päevas,Pigem ebavajalik,Pigem vajalik,Pigem vajalik
544,Ida-Virumaa,8. klassis,Jah,Linnas,Baklažaan,Kurk,Lillkapsas,Tomat,,Karusmarjad (tikrid),Mustikad,Kirsid,Maasikad,Ploomid,Joogipiim,Keefir,Jogurt,Iga päev,1-2 korda nädalas,Paar korda kuus,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda nädalas,Pigem vajalik,Pigem vajalik,Pigem vajalik
545,Ida-Virumaa,8. klassis,Ei tea,Linnas,Kurk,Porgand,Redis,"Kapsas (valge, punane) ",Tomat,Õun,Pirn,Mustikad,Maasikad,Kirsid,Jogurt,Joogipiim,Keefir,5-6 päeval nädalas,Iga päev,Paar korda kuus,1-2 korda nädalas,3-4 päeval nädalas,Ei oska öelda,Ei oska öelda,1-2 korda nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Kord kuus,Pigem ebavajalik,Pigem ebavajalik,Pigem vajalik
547,Ida-Virumaa,4. klassis,Ei,Linnas,Kurk,Peet,Tomat,Porgand,Sibul,Maasikad,Mustad sõstrad,Õun,Mustikad,Vaarikad,Joogipiim,Jogurt,,1-2 korda nädalas,3-4 päeval nädalas,Ei söö/joo üldse,Iga päev,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Pigem ebavajalik,Pigem vajalik,Pigem ebavajalik
548,Ida-Virumaa,8. klassis,Jah,Linnas,Kurk,Leht- ja peasalat,Peet,Porgand,Redis,Õun,Ploomid,Maasikad,Kirsid,Mustikad,Keefir,Jogurt,,Iga päev,Iga päev,Iga päev,Paar korda kuus,Iga päev,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda kuus,Pigem vajalik,Väga vajalik,Väga vajalik
549,Ida-Virumaa,8. klassis,Jah,Linnas,Herned,"Kapsas (valge, punane) ",Hiina kapsas,Kurk,Tomat,Kirsid,Maasikad,Mustikad,Pirn,Õun,Joogipiim,Jogurt,Keefir,1-2 korda nädalas,1-2 korda nädalas,Paar korda kuus,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Ei ole muutusi,Sööb palju rohkem,Ei ole muutusi,Kord kuus,Väga vajalik,Väga vajalik,Pigem vajalik
550,Ida-Virumaa,4. klassis,Ei,Linnas,Lillkapsas,Leht- ja peasalat,Porgand,Spargelkapsas ehk brokoli,Kurk,Maasikad,Mustad sõstrad,Mustikad,Vaarikad,Õun,Joogipiim,Jogurt,Keefir,5-6 päeval nädalas,3-4 päeval nädalas,1-2 korda nädalas,3-4 päeval nädalas,3-4 päeval nädalas,Ei oska öelda,1-2 korda nädalas,3-4 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Vähemalt kord päevas,Pigem vajalik,Pigem vajalik,Pigem vajalik
552,Ida-Virumaa,4. klassis,Jah,Linnas,Kurk,Peet,"Suvikõrvits, kabatšokk",Tomat,Hiina kapsas,Kirsid,Pirn,Ploomid,Vaarikad,Õun,Jogurt,Joogipiim,Keefir,1-2 korda nädalas,1-2 korda nädalas,1-2 korda nädalas,1-2 korda nädalas,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Kord nädalas,Väga vajalik,Väga vajalik,Väga vajalik
553,Ida-Virumaa,8. klassis,Jah,Linnas,Kurk,Sibul,"Suvikõrvits, kabatšokk",Tomat,Peet,Maasikad,Pirn,Õun,Ploomid,Mustikad,Joogipiim,Jogurt,,Iga päev,1-2 korda nädalas,Paar korda kuus,Iga päev,Paar korda kuus,Ei söö/joo üldse,Paar korda kuus,Iga päev,Sööb pigem vähem,Sööb pigem vähem,Sööb pigem vähem,Mitu korda nädalas,Väga vajalik,Väga vajalik,Väga vajalik
554,Ida-Virumaa,4. klassis,Ei tea,Linnas,Porgand,Kurk,Lillkapsas,Peet,Sibul,Maasikad,Pirn,Mustikad,Õun,Kirsid,Joogipiim,Jogurt,Keefir,Iga päev,Iga päev,1-2 korda nädalas,Iga päev,Iga päev,Ei söö/joo üldse,Ei söö/joo üldse,5-6 päeval nädalas,Sööb pigem vähem,Sööb pigem vähem,Ei ole muutusi,Mitu korda nädalas,Pigem vajalik,Pigem vajalik,Väga vajalik
556,Ida-Virumaa,4. klassis,Ei tea,Linnas,Kurk,"Kapsas (valge, punane) ",Hiina kapsas,Herned,Leht- ja peasalat,Maasikad,Vaarikad,Õun,Pirn,,Joogipiim,Jogurt,,3-4 päeval nädalas,5-6 päeval nädalas,Ei söö/joo üldse,3-4 päeval nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Sööb pigem vähem,Ei ole muutusi,Sööb pigem vähem,Ei oska öelda,Pigem ebavajalik,Pigem vajalik,Pigem vajalik
557,Ida-Virumaa,8. klassis,Ei,Linnas,"Kapsas (valge, punane) ",Kurk,Peet,Tomat,Porgand,Maasikad,Mustikad,Kirsid,Vaarikad,Õun,Joogipiim,Jogurt,Keefir,Iga päev,5-6 päeval nädalas,Ei oska öelda,Iga päev,Ei oska öelda,Ei oska öelda,Ei oska öelda,Paar korda kuus,Sööb pigem vähem,Sööb pigem vähem,Ei ole muutusi,Kord kuus,Pigem vajalik,Väga vajalik,Väga vajalik
558,Ida-Virumaa,4. klassis,Ei,Linnas,Hiina kapsas,Leht- ja peasalat,Porgand,Tomat,Kurk,Kirsid,Maasikad,Murakad,Vaarikad,Pirn,Joogipiim,Jogurt,Pett,5-6 päeval nädalas,Iga päev,1-2 korda nädalas,Iga päev,5-6 päeval nädalas,Paar korda kuus,Iga päev,5-6 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Sööb pigem vähem,Kord nädalas,Pigem vajalik,Pigem vajalik,Pigem vajalik
560,Ida-Virumaa,4. klassis,Ei tea,Linnas,Leht- ja peasalat,Kurk,Porgand,Redis,Tomat,Maasikad,Kirsid,Pirn,Õun,Ploomid,Jogurt,Joogipiim,Keefir,1-2 korda nädalas,1-2 korda nädalas,Paar korda kuus,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Sööb pigem vähem,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Pigem vajalik,Pigem vajalik,Pigem vajalik
561,Ida-Virumaa,4. klassis,Ei tea,Linnas,Naeris,"Kapsas (valge, punane) ",Kurk,Tomat,Porgand,Maasikad,Ploomid,Pirn,Õun,Vaarikad,Joogipiim,Keefir,Jogurt,3-4 päeval nädalas,5-6 päeval nädalas,Paar korda kuus,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Sööb pigem rohkem,Sööb pigem rohkem,Ei ole muutusi,Vähemalt kord päevas,Pigem vajalik,Pigem vajalik,Pigem vajalik
562,Ida-Virumaa,4. klassis,Ei,Linnas,"Kapsas (valge, punane) ",Kurk,Porgand,Tomat,"Suvikõrvits, kabatšokk",Karusmarjad (tikrid),Kirsid,Maasikad,Murakad,Õun,Jogurt,Keefir,Joogipiim,Iga päev,Iga päev,1-2 korda nädalas,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,1-2 korda nädalas,Sööb pigem rohkem,Sööb pigem rohkem,Ei ole muutusi,Mitu korda kuus,Väga vajalik,Väga vajalik,Pigem vajalik
564,Ida-Virumaa,8. klassis,Jah,Linnas,Herned,Kurk,Peet,Porgand,Oad,Karusmarjad (tikrid),Mustikad,Ploomid,Pirn,Õun,Joogipiim,Jogurt,Keefir,3-4 päeval nädalas,Iga päev,1-2 korda nädalas,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Ei söö/joo üldse,Paar korda kuus,Sööb pigem vähem,Sööb pigem vähem,Sööb pigem rohkem,Mitu korda nädalas,Pigem vajalik,Pigem vajalik,Väga vajalik
565,Harjumaa,4. klassis,Ei tea,Maal,Kurk,Herned,Leht- ja peasalat,Porgand,Tomat,Mustikad,Maasikad,Ploomid,Vaarikad,Õun,Joogipiim,Jogurt,Keefir,5-6 päeval nädalas,5-6 päeval nädalas,3-4 päeval nädalas,Iga päev,3-4 päeval nädalas,1-2 korda nädalas,Ei söö/joo üldse,1-2 korda nädalas,Sööb pigem vähem,Sööb pigem vähem,Sööb pigem vähem,Mitu korda nädalas,Väga vajalik,Pigem vajalik,Väga vajalik
566,Ida-Virumaa,4. klassis,Ei tea,Linnas,Juurseller,Kurk,Leht- ja peasalat,Redis,Porgand,Õun,Ploomid,Pirn,Mustikad,Maasikad,Joogipiim,Jogurt,Keefir,Iga päev,5-6 päeval nädalas,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,Ei söö/joo üldse,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Kord kuus,Pigem vajalik,Väga vajalik,Väga vajalik
568,Ida-Virumaa,4. klassis,Jah,Linnas,Kurk,Porgand,Tomat,Spargelkapsas ehk brokoli,"Kapsas (valge, punane) ",Õun,Vaarikad,Kirsid,Pirn,Mustikad,Joogipiim,Keefir,Jogurt,Iga päev,5-6 päeval nädalas,Paar korda kuus,3-4 päeval nädalas,1-2 korda nädalas,Ei söö/joo üldse,1-2 korda nädalas,1-2 korda nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda nädalas,Pigem vajalik,Pigem vajalik,Väga vajalik
569,Ida-Virumaa,4. klassis,Ei tea,Linnas,Hiina kapsas,"Kapsas (valge, punane) ",Lillkapsas,Porgand,Tomat,Kirsid,Maasikad,Mustikad,Mustad sõstrad,Pirn,Joogipiim,Jogurt,,Iga päev,Ei oska öelda,Ei oska öelda,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,Iga päev,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Ei oska öelda,Pigem vajalik,Pigem vajalik,Pigem ebavajalik
570,Ida-Virumaa,8. klassis,Jah,Linnas,Tomat,Porgand,Kurk,Seller,,Vaarikad,Punased sõstrad,Mustad sõstrad,Kirsid,Mustikad,Joogipiim,,,1-2 korda nädalas,1-2 korda nädalas,Paar korda kuus,1-2 korda nädalas,Ei oska öelda,Ei söö/joo üldse,Ei söö/joo üldse,Ei oska öelda,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Kord kuus,Pigem vajalik,Pigem vajalik,Pigem vajalik
572,Ida-Virumaa,4. klassis,Ei,Linnas,Kurk,Leht- ja peasalat,Tomat,Naeris,,Mustikad,Pirn,Õun,Maasikad,,Joogipiim,Jogurt,Keefir,5-6 päeval nädalas,5-6 päeval nädalas,Paar korda kuus,Iga päev,Paar korda kuus,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Mitu korda nädalas,Pigem vajalik,Pigem vajalik,Pigem vajalik
573,Harjumaa,4. klassis,Ei tea,Linnas,Naeris,Kurk,Porgand,Tomat,Paprika,Maasikad,Õun,Ploomid,Mustikad,Kirsid,Joogipiim,Jogurt,Keefir,1-2 korda nädalas,5-6 päeval nädalas,Paar korda kuus,Iga päev,Iga päev,Ei söö/joo üldse,Ei söö/joo üldse,3-4 päeval nädalas,Ei oska öelda,Ei oska öelda,Ei oska öelda,Vähemalt kord päevas,Väga vajalik,Väga vajalik,Pigem vajalik
574,Ida-Virumaa,4. klassis,Jah,Linnas,Kurk,Porgand,Peet,"Suvikõrvits, kabatšokk",Tomat,Maasikad,Kirsid,Mustad sõstrad,Pirn,Õun,Jogurt,Joogipiim,Keefir,Iga päev,Iga päev,1-2 korda nädalas,Iga päev,1-2 korda nädalas,Ei söö/joo üldse,Paar korda kuus,1-2 korda nädalas,Ei ole muutusi,Ei ole muutusi,Ei ole muutusi,Kord kuus,Pigem vajalik,Väga vajalik,Pigem vajalik
